Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-06T00:00:00.000000,Denmark,Denmark,DK,211.94,277.18,71.0,68.99,entsoe.eu,false,""
2024-01-06T01:00:00.000000,Denmark,Denmark,DK,213.77,278.98,70.98,68.66,entsoe.eu,false,""
2024-01-06T02:00:00.000000,Denmark,Denmark,DK,212.87,276.1,70.52,67.73,entsoe.eu,false,""
2024-01-06T03:00:00.000000,Denmark,Denmark,DK,212.32,277.64,70.53,67.47,entsoe.eu,false,""
2024-01-06T04:00:00.000000,Denmark,Denmark,DK,215.15,280.87,70.16,67.14,entsoe.eu,false,""
2024-01-06T05:00:00.000000,Denmark,Denmark,DK,221.08,286.96,69.55,66.65,entsoe.eu,false,""
2024-01-06T06:00:00.000000,Denmark,Denmark,DK,241.1,308.13,67.65,65.51,entsoe.eu,false,""
2024-01-06T07:00:00.000000,Denmark,Denmark,DK,247.32,313.98,66.77,65.02,entsoe.eu,false,""
2024-01-06T08:00:00.000000,Denmark,Denmark,DK,247.95,315.51,65.01,63.33,entsoe.eu,false,""
2024-01-06T09:00:00.000000,Denmark,Denmark,DK,250.25,319.66,65.15,63.25,entsoe.eu,false,""
2024-01-06T10:00:00.000000,Denmark,Denmark,DK,248.77,319.22,64.93,63.27,entsoe.eu,false,""
2024-01-06T11:00:00.000000,Denmark,Denmark,DK,252.42,322.02,65.08,63.17,entsoe.eu,false,""
2024-01-06T12:00:00.000000,Denmark,Denmark,DK,241.75,311.97,65.48,63.44,entsoe.eu,false,""
2024-01-06T13:00:00.000000,Denmark,Denmark,DK,253.64,323.76,65.0,62.71,entsoe.eu,false,""
2024-01-06T14:00:00.000000,Denmark,Denmark,DK,254.92,326.64,63.38,61.05,entsoe.eu,false,""
2024-01-06T15:00:00.000000,Denmark,Denmark,DK,260.84,333.81,62.2,60.01,entsoe.eu,false,""
2024-01-06T16:00:00.000000,Denmark,Denmark,DK,275.53,346.74,62.23,59.46,entsoe.eu,false,""
2024-01-06T17:00:00.000000,Denmark,Denmark,DK,283.4,354.68,61.72,59.05,entsoe.eu,false,""
2024-01-06T18:00:00.000000,Denmark,Denmark,DK,284.48,356.28,61.65,59.27,entsoe.eu,false,""
2024-01-06T19:00:00.000000,Denmark,Denmark,DK,284.48,357.12,61.68,59.03,entsoe.eu,false,""
2024-01-06T20:00:00.000000,Denmark,Denmark,DK,283.99,355.9,61.13,58.47,entsoe.eu,false,""
2024-01-06T21:00:00.000000,Denmark,Denmark,DK,286.64,358.96,60.53,57.64,entsoe.eu,false,""
2024-01-06T22:00:00.000000,Denmark,Denmark,DK,278.34,350.83,61.7,58.96,entsoe.eu,false,""
2024-01-06T23:00:00.000000,Denmark,Denmark,DK,281.83,356.58,62.75,59.97,entsoe.eu,false,""
2024-01-07T00:00:00.000000,Denmark,Denmark,DK,269.83,345.26,63.45,60.32,entsoe.eu,false,""
2024-01-07T01:00:00.000000,Denmark,Denmark,DK,269.05,344.7,63.47,59.61,entsoe.eu,false,""
2024-01-07T02:00:00.000000,Denmark,Denmark,DK,269.5,345.73,63.44,59.22,entsoe.eu,false,""
2024-01-07T03:00:00.000000,Denmark,Denmark,DK,268.2,344.86,63.12,58.89,entsoe.eu,false,""
2024-01-07T04:00:00.000000,Denmark,Denmark,DK,271.28,350.24,62.88,58.68,entsoe.eu,false,""
2024-01-07T05:00:00.000000,Denmark,Denmark,DK,279.3,358.85,61.65,57.82,entsoe.eu,false,""
2024-01-07T06:00:00.000000,Denmark,Denmark,DK,289.66,370.13,59.99,56.44,entsoe.eu,false,""
2024-01-07T07:00:00.000000,Denmark,Denmark,DK,313.95,395.98,57.8,54.62,entsoe.eu,false,""
2024-01-07T08:00:00.000000,Denmark,Denmark,DK,310.69,393.17,57.48,54.8,entsoe.eu,false,""
2024-01-07T09:00:00.000000,Denmark,Denmark,DK,300.66,383.31,58.64,56.37,entsoe.eu,false,""
2024-01-07T10:00:00.000000,Denmark,Denmark,DK,296.74,378.64,59.04,57.11,entsoe.eu,false,""
2024-01-07T11:00:00.000000,Denmark,Denmark,DK,288.75,369.62,59.8,57.79,entsoe.eu,false,""
2024-01-07T12:00:00.000000,Denmark,Denmark,DK,273.19,354.38,61.34,59.41,entsoe.eu,false,""
2024-01-07T13:00:00.000000,Denmark,Denmark,DK,268.36,347.02,61.97,60.15,entsoe.eu,false,""
2024-01-07T14:00:00.000000,Denmark,Denmark,DK,273.16,353.24,61.1,59.22,entsoe.eu,false,""
2024-01-07T15:00:00.000000,Denmark,Denmark,DK,289.24,367.02,58.68,56.37,entsoe.eu,false,""
2024-01-07T16:00:00.000000,Denmark,Denmark,DK,278.31,355.41,59.97,58.06,entsoe.eu,false,""
2024-01-07T17:00:00.000000,Denmark,Denmark,DK,278.77,353.4,61.72,60.2,entsoe.eu,false,""
2024-01-07T18:00:00.000000,Denmark,Denmark,DK,263.76,336.44,62.98,61.56,entsoe.eu,false,""
2024-01-07T19:00:00.000000,Denmark,Denmark,DK,266.97,335.6,62.41,61.3,entsoe.eu,false,""
2024-01-07T20:00:00.000000,Denmark,Denmark,DK,253.14,324.17,63.0,61.96,entsoe.eu,false,""
2024-01-07T21:00:00.000000,Denmark,Denmark,DK,207.3,280.11,68.47,67.73,entsoe.eu,false,""
2024-01-07T22:00:00.000000,Denmark,Denmark,DK,183.55,255.66,71.57,70.82,entsoe.eu,false,""
2024-01-07T23:00:00.000000,Denmark,Denmark,DK,156.65,222.33,76.16,73.08,entsoe.eu,false,""
2024-01-08T00:00:00.000000,Denmark,Denmark,DK,173.45,239.36,75.32,72.51,entsoe.eu,false,""
2024-01-08T01:00:00.000000,Denmark,Denmark,DK,187.69,256.02,72.64,70.17,entsoe.eu,false,""
2024-01-08T02:00:00.000000,Denmark,Denmark,DK,192.47,263.09,71.91,69.99,entsoe.eu,false,""
2024-01-08T03:00:00.000000,Denmark,Denmark,DK,206.13,276.74,70.11,67.85,entsoe.eu,false,""
2024-01-08T04:00:00.000000,Denmark,Denmark,DK,236.67,307.53,66.63,64.52,entsoe.eu,false,""
2024-01-08T05:00:00.000000,Denmark,Denmark,DK,254.34,328.13,62.28,60.68,entsoe.eu,false,""
2024-01-08T06:00:00.000000,Denmark,Denmark,DK,274.98,350.91,58.26,56.3,entsoe.eu,false,""
2024-01-08T07:00:00.000000,Denmark,Denmark,DK,307.36,386.18,55.91,54.15,entsoe.eu,false,""
2024-01-08T08:00:00.000000,Denmark,Denmark,DK,340.44,421.06,53.03,51.54,entsoe.eu,false,""
2024-01-08T09:00:00.000000,Denmark,Denmark,DK,339.22,420.18,52.23,51.01,entsoe.eu,false,""
2024-01-08T10:00:00.000000,Denmark,Denmark,DK,326.73,407.53,53.91,52.94,entsoe.eu,false,""
2024-01-08T11:00:00.000000,Denmark,Denmark,DK,307.85,386.12,56.01,55.02,entsoe.eu,false,""
2024-01-08T12:00:00.000000,Denmark,Denmark,DK,311.14,390.09,55.34,54.37,entsoe.eu,false,""
2024-01-08T13:00:00.000000,Denmark,Denmark,DK,322.53,404.03,53.12,52.04,entsoe.eu,false,""
2024-01-08T14:00:00.000000,Denmark,Denmark,DK,353.28,436.96,49.67,48.16,entsoe.eu,false,""
2024-01-08T15:00:00.000000,Denmark,Denmark,DK,358.79,445.83,47.91,46.31,entsoe.eu,false,""
2024-01-08T16:00:00.000000,Denmark,Denmark,DK,349.51,436.89,48.14,46.73,entsoe.eu,false,""
2024-01-08T17:00:00.000000,Denmark,Denmark,DK,350.83,438.9,47.94,46.83,entsoe.eu,false,""
2024-01-08T18:00:00.000000,Denmark,Denmark,DK,352.06,442.45,48.51,47.8,entsoe.eu,false,""
2024-01-08T19:00:00.000000,Denmark,Denmark,DK,329.96,420.47,51.37,49.22,entsoe.eu,false,""
2024-01-08T20:00:00.000000,Denmark,Denmark,DK,292.5,378.48,56.55,53.14,entsoe.eu,false,""
2024-01-08T21:00:00.000000,Denmark,Denmark,DK,246.7,331.02,62.04,56.37,entsoe.eu,false,""
2024-01-08T22:00:00.000000,Denmark,Denmark,DK,262.05,348.82,61.67,56.27,entsoe.eu,false,""
2024-01-08T23:00:00.000000,Denmark,Denmark,DK,192.97,271.83,68.97,61.58,entsoe.eu,false,""
2024-01-09T00:00:00.000000,Denmark,Denmark,DK,164.76,239.18,72.9,64.4,entsoe.eu,false,""
2024-01-09T01:00:00.000000,Denmark,Denmark,DK,167.34,242.82,71.9,63.25,entsoe.eu,false,""
2024-01-09T02:00:00.000000,Denmark,Denmark,DK,171.9,249.12,71.77,63.48,entsoe.eu,false,""
2024-01-09T03:00:00.000000,Denmark,Denmark,DK,169.1,246.27,72.24,64.1,entsoe.eu,false,""
2024-01-09T04:00:00.000000,Denmark,Denmark,DK,199.73,272.15,67.81,59.88,entsoe.eu,false,""
2024-01-09T05:00:00.000000,Denmark,Denmark,DK,245.21,323.81,60.84,55.51,entsoe.eu,false,""
2024-01-09T06:00:00.000000,Denmark,Denmark,DK,256.07,334.3,59.08,54.46,entsoe.eu,false,""
2024-01-09T07:00:00.000000,Denmark,Denmark,DK,257.13,335.9,60.03,56.59,entsoe.eu,false,""
2024-01-09T08:00:00.000000,Denmark,Denmark,DK,254.6,334.15,60.44,56.73,entsoe.eu,false,""
2024-01-09T09:00:00.000000,Denmark,Denmark,DK,244.57,324.04,61.89,58.42,entsoe.eu,false,""
2024-01-09T10:00:00.000000,Denmark,Denmark,DK,247.24,326.61,62.52,59.63,entsoe.eu,false,""
2024-01-09T11:00:00.000000,Denmark,Denmark,DK,245.93,328.03,61.84,60.91,entsoe.eu,false,""
2024-01-09T12:00:00.000000,Denmark,Denmark,DK,245.13,327.61,62.23,60.77,entsoe.eu,false,""
2024-01-09T13:00:00.000000,Denmark,Denmark,DK,256.17,339.78,60.41,57.91,entsoe.eu,false,""
2024-01-09T14:00:00.000000,Denmark,Denmark,DK,258.77,343.46,59.85,55.92,entsoe.eu,false,""
2024-01-09T15:00:00.000000,Denmark,Denmark,DK,273.61,362.09,56.76,53.8,entsoe.eu,false,""
2024-01-09T16:00:00.000000,Denmark,Denmark,DK,280.94,371.07,55.5,53.13,entsoe.eu,false,""
2024-01-09T17:00:00.000000,Denmark,Denmark,DK,277.89,367.89,56.34,53.6,entsoe.eu,false,""
2024-01-09T18:00:00.000000,Denmark,Denmark,DK,254.98,345.27,59.52,55.24,entsoe.eu,false,""
2024-01-09T19:00:00.000000,Denmark,Denmark,DK,247.94,338.5,60.57,56.18,entsoe.eu,false,""
2024-01-09T20:00:00.000000,Denmark,Denmark,DK,226.91,317.39,62.47,57.11,entsoe.eu,false,""
2024-01-09T21:00:00.000000,Denmark,Denmark,DK,201.1,288.64,66.18,59.1,entsoe.eu,false,""
2024-01-09T22:00:00.000000,Denmark,Denmark,DK,200.2,285.94,66.2,59.24,entsoe.eu,false,""
2024-01-09T23:00:00.000000,Denmark,Denmark,DK,179.77,257.13,69.45,59.86,entsoe.eu,false,""
2024-01-10T00:00:00.000000,Denmark,Denmark,DK,169.13,246.42,70.62,60.65,entsoe.eu,false,""
2024-01-10T01:00:00.000000,Denmark,Denmark,DK,159.16,235.97,72.91,62.19,entsoe.eu,false,""
2024-01-10T02:00:00.000000,Denmark,Denmark,DK,162.77,241.48,72.02,61.32,entsoe.eu,false,""
2024-01-10T03:00:00.000000,Denmark,Denmark,DK,164.64,240.56,70.99,59.93,entsoe.eu,false,""
2024-01-10T04:00:00.000000,Denmark,Denmark,DK,197.5,269.85,66.22,55.28,entsoe.eu,false,""
2024-01-10T05:00:00.000000,Denmark,Denmark,DK,294.81,377.83,52.04,45.15,entsoe.eu,false,""
2024-01-10T06:00:00.000000,Denmark,Denmark,DK,321.09,404.85,49.36,43.93,entsoe.eu,false,""
2024-01-10T07:00:00.000000,Denmark,Denmark,DK,323.99,405.54,50.37,45.24,entsoe.eu,false,""
2024-01-10T08:00:00.000000,Denmark,Denmark,DK,331.21,414.56,49.65,45.54,entsoe.eu,false,""
2024-01-10T09:00:00.000000,Denmark,Denmark,DK,308.25,390.79,51.86,47.85,entsoe.eu,false,""
2024-01-10T10:00:00.000000,Denmark,Denmark,DK,291.41,372.32,54.19,50.56,entsoe.eu,false,""
2024-01-10T11:00:00.000000,Denmark,Denmark,DK,290.76,370.47,56.01,53.01,entsoe.eu,false,""
2024-01-10T12:00:00.000000,Denmark,Denmark,DK,279.87,358.21,57.25,52.62,entsoe.eu,false,""
2024-01-10T13:00:00.000000,Denmark,Denmark,DK,274.15,352.65,56.71,52.0,entsoe.eu,false,""
2024-01-10T14:00:00.000000,Denmark,Denmark,DK,261.41,337.17,58.12,52.23,entsoe.eu,false,""
2024-01-10T15:00:00.000000,Denmark,Denmark,DK,225.59,299.43,62.7,55.56,entsoe.eu,false,""
2024-01-10T16:00:00.000000,Denmark,Denmark,DK,240.39,313.48,61.84,55.42,entsoe.eu,false,""
2024-01-10T17:00:00.000000,Denmark,Denmark,DK,237.8,309.74,62.25,55.84,entsoe.eu,false,""
2024-01-10T18:00:00.000000,Denmark,Denmark,DK,248.03,319.86,61.57,55.7,entsoe.eu,false,""
2024-01-10T19:00:00.000000,Denmark,Denmark,DK,211.1,279.38,66.2,59.28,entsoe.eu,false,""
2024-01-10T20:00:00.000000,Denmark,Denmark,DK,193.99,260.77,68.68,61.73,entsoe.eu,false,""
2024-01-10T21:00:00.000000,Denmark,Denmark,DK,175.45,239.73,71.12,63.28,entsoe.eu,false,""
2024-01-10T22:00:00.000000,Denmark,Denmark,DK,156.9,218.77,73.48,64.5,entsoe.eu,false,""
2024-01-10T23:00:00.000000,Denmark,Denmark,DK,158.66,220.57,73.3,65.03,entsoe.eu,false,""
2024-01-11T00:00:00.000000,Denmark,Denmark,DK,136.58,194.58,77.87,68.33,entsoe.eu,false,""
