Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-01-02T19:00:00.000000,Denmark,Denmark,DK,92.64,141.28,87.42,84.53,entsoe.eu,false,""
2022-01-02T20:00:00.000000,Denmark,Denmark,DK,94.23,142.44,87.09,84.63,entsoe.eu,false,""
2022-01-02T21:00:00.000000,Denmark,Denmark,DK,98.32,150.28,86.39,85.48,entsoe.eu,false,""
2022-01-02T22:00:00.000000,Denmark,Denmark,DK,110.48,163.1,83.87,82.23,entsoe.eu,false,""
2022-01-02T23:00:00.000000,Denmark,Denmark,DK,122.89,176.55,82.32,80.15,entsoe.eu,false,""
2022-01-03T00:00:00.000000,Denmark,Denmark,DK,130.0,184.38,81.41,78.85,entsoe.eu,false,""
2022-01-03T01:00:00.000000,Denmark,Denmark,DK,132.57,186.92,81.07,78.21,entsoe.eu,false,""
2022-01-03T02:00:00.000000,Denmark,Denmark,DK,127.78,181.24,81.69,78.78,entsoe.eu,false,""
2022-01-03T03:00:00.000000,Denmark,Denmark,DK,118.53,168.0,82.99,80.36,entsoe.eu,false,""
2022-01-03T04:00:00.000000,Denmark,Denmark,DK,109.91,159.23,84.29,82.23,entsoe.eu,false,""
2022-01-03T05:00:00.000000,Denmark,Denmark,DK,102.39,151.57,84.94,83.27,entsoe.eu,false,""
2022-01-03T06:00:00.000000,Denmark,Denmark,DK,99.18,152.67,86.21,85.15,entsoe.eu,false,""
2022-01-03T07:00:00.000000,Denmark,Denmark,DK,110.49,166.02,85.21,84.18,entsoe.eu,false,""
2022-01-03T08:00:00.000000,Denmark,Denmark,DK,112.31,166.59,85.33,84.46,entsoe.eu,false,""
2022-01-03T09:00:00.000000,Denmark,Denmark,DK,100.45,153.54,86.79,86.07,entsoe.eu,false,""
2022-01-03T10:00:00.000000,Denmark,Denmark,DK,85.61,137.33,88.5,87.82,entsoe.eu,false,""
2022-01-03T11:00:00.000000,Denmark,Denmark,DK,83.39,135.66,88.8,88.28,entsoe.eu,false,""
2022-01-03T12:00:00.000000,Denmark,Denmark,DK,84.32,135.54,88.53,88.04,entsoe.eu,false,""
2022-01-03T13:00:00.000000,Denmark,Denmark,DK,86.76,137.6,88.15,87.61,entsoe.eu,false,""
2022-01-03T14:00:00.000000,Denmark,Denmark,DK,100.79,153.07,86.62,86.04,entsoe.eu,false,""
2022-01-03T15:00:00.000000,Denmark,Denmark,DK,113.39,167.11,84.9,84.31,entsoe.eu,false,""
2022-01-03T16:00:00.000000,Denmark,Denmark,DK,125.97,180.44,83.19,82.68,entsoe.eu,false,""
2022-01-03T17:00:00.000000,Denmark,Denmark,DK,124.66,176.84,83.15,82.66,entsoe.eu,false,""
2022-01-03T18:00:00.000000,Denmark,Denmark,DK,122.03,175.78,83.62,82.42,entsoe.eu,false,""
2022-01-03T19:00:00.000000,Denmark,Denmark,DK,133.8,189.14,82.39,80.47,entsoe.eu,false,""
2022-01-03T20:00:00.000000,Denmark,Denmark,DK,151.59,213.15,80.31,76.84,entsoe.eu,false,""
2022-01-03T21:00:00.000000,Denmark,Denmark,DK,147.0,212.65,80.69,77.38,entsoe.eu,false,""
2022-01-03T22:00:00.000000,Denmark,Denmark,DK,153.35,215.92,79.87,75.79,entsoe.eu,false,""
2022-01-03T23:00:00.000000,Denmark,Denmark,DK,167.59,227.54,78.75,73.39,entsoe.eu,false,""
2022-01-04T00:00:00.000000,Denmark,Denmark,DK,184.05,248.58,76.61,71.22,entsoe.eu,false,""
2022-01-04T01:00:00.000000,Denmark,Denmark,DK,172.52,238.52,77.93,70.38,entsoe.eu,false,""
2022-01-04T02:00:00.000000,Denmark,Denmark,DK,160.4,229.61,78.88,71.23,entsoe.eu,false,""
2022-01-04T03:00:00.000000,Denmark,Denmark,DK,146.46,217.98,80.05,71.08,entsoe.eu,false,""
2022-01-04T04:00:00.000000,Denmark,Denmark,DK,156.38,233.6,77.72,67.86,entsoe.eu,false,""
2022-01-04T05:00:00.000000,Denmark,Denmark,DK,173.66,255.11,74.78,66.21,entsoe.eu,false,""
2022-01-04T06:00:00.000000,Denmark,Denmark,DK,175.77,255.79,73.84,66.9,entsoe.eu,false,""
2022-01-04T07:00:00.000000,Denmark,Denmark,DK,171.2,243.99,74.87,67.66,entsoe.eu,false,""
2022-01-04T08:00:00.000000,Denmark,Denmark,DK,174.32,247.01,74.63,67.2,entsoe.eu,false,""
2022-01-04T09:00:00.000000,Denmark,Denmark,DK,164.92,237.04,75.8,68.3,entsoe.eu,false,""
2022-01-04T10:00:00.000000,Denmark,Denmark,DK,159.41,227.51,76.55,69.84,entsoe.eu,false,""
2022-01-04T11:00:00.000000,Denmark,Denmark,DK,159.43,227.71,76.56,70.3,entsoe.eu,false,""
2022-01-04T12:00:00.000000,Denmark,Denmark,DK,156.15,222.99,77.2,70.63,entsoe.eu,false,""
2022-01-04T13:00:00.000000,Denmark,Denmark,DK,157.58,224.46,76.97,71.34,entsoe.eu,false,""
2022-01-04T14:00:00.000000,Denmark,Denmark,DK,166.29,233.44,75.89,71.37,entsoe.eu,false,""
2022-01-04T15:00:00.000000,Denmark,Denmark,DK,156.83,223.37,76.75,71.76,entsoe.eu,false,""
2022-01-04T16:00:00.000000,Denmark,Denmark,DK,161.03,226.97,76.54,71.96,entsoe.eu,false,""
2022-01-04T17:00:00.000000,Denmark,Denmark,DK,159.32,225.5,76.72,73.24,entsoe.eu,false,""
2022-01-04T18:00:00.000000,Denmark,Denmark,DK,169.08,236.06,75.25,74.74,entsoe.eu,false,""
2022-01-04T19:00:00.000000,Denmark,Denmark,DK,148.35,212.23,78.76,78.64,entsoe.eu,false,""
2022-01-04T20:00:00.000000,Denmark,Denmark,DK,147.74,208.82,79.55,79.35,entsoe.eu,false,""
2022-01-04T21:00:00.000000,Denmark,Denmark,DK,134.53,193.55,81.39,80.88,entsoe.eu,false,""
2022-01-04T22:00:00.000000,Denmark,Denmark,DK,131.96,190.73,82.02,81.6,entsoe.eu,false,""
2022-01-04T23:00:00.000000,Denmark,Denmark,DK,77.73,133.23,89.0,87.57,entsoe.eu,false,""
2022-01-05T00:00:00.000000,Denmark,Denmark,DK,70.68,125.33,90.09,88.89,entsoe.eu,false,""
2022-01-05T01:00:00.000000,Denmark,Denmark,DK,89.02,144.88,88.32,85.83,entsoe.eu,false,""
2022-01-05T02:00:00.000000,Denmark,Denmark,DK,97.6,154.69,87.37,84.52,entsoe.eu,false,""
2022-01-05T03:00:00.000000,Denmark,Denmark,DK,112.57,171.63,85.77,83.37,entsoe.eu,false,""
2022-01-05T04:00:00.000000,Denmark,Denmark,DK,104.49,164.7,86.2,83.04,entsoe.eu,false,""
2022-01-05T05:00:00.000000,Denmark,Denmark,DK,105.29,168.4,85.39,82.56,entsoe.eu,false,""
2022-01-05T06:00:00.000000,Denmark,Denmark,DK,182.92,250.5,75.95,74.34,entsoe.eu,false,""
2022-01-05T07:00:00.000000,Denmark,Denmark,DK,200.7,269.78,74.25,72.41,entsoe.eu,false,""
2022-01-05T08:00:00.000000,Denmark,Denmark,DK,198.71,267.46,74.37,71.26,entsoe.eu,false,""
2022-01-05T09:00:00.000000,Denmark,Denmark,DK,194.87,264.34,74.59,72.84,entsoe.eu,false,""
2022-01-05T10:00:00.000000,Denmark,Denmark,DK,190.98,259.66,75.14,73.65,entsoe.eu,false,""
2022-01-05T11:00:00.000000,Denmark,Denmark,DK,178.6,246.3,76.47,75.45,entsoe.eu,false,""
2022-01-05T12:00:00.000000,Denmark,Denmark,DK,173.72,239.88,76.65,75.74,entsoe.eu,false,""
2022-01-05T13:00:00.000000,Denmark,Denmark,DK,170.04,234.28,77.28,76.31,entsoe.eu,false,""
2022-01-05T14:00:00.000000,Denmark,Denmark,DK,195.59,260.53,74.22,73.12,entsoe.eu,false,""
2022-01-05T15:00:00.000000,Denmark,Denmark,DK,210.62,279.16,71.68,70.61,entsoe.eu,false,""
2022-01-05T16:00:00.000000,Denmark,Denmark,DK,223.33,291.06,70.27,68.92,entsoe.eu,false,""
2022-01-05T17:00:00.000000,Denmark,Denmark,DK,201.52,268.28,72.67,70.35,entsoe.eu,false,""
2022-01-05T18:00:00.000000,Denmark,Denmark,DK,165.99,230.48,76.86,72.94,entsoe.eu,false,""
2022-01-05T19:00:00.000000,Denmark,Denmark,DK,137.36,199.14,80.53,75.51,entsoe.eu,false,""
2022-01-05T20:00:00.000000,Denmark,Denmark,DK,131.87,193.92,81.9,75.92,entsoe.eu,false,""
2022-01-05T21:00:00.000000,Denmark,Denmark,DK,166.06,231.26,78.13,73.38,entsoe.eu,false,""
2022-01-05T22:00:00.000000,Denmark,Denmark,DK,168.32,235.78,77.43,72.85,entsoe.eu,false,""
2022-01-05T23:00:00.000000,Denmark,Denmark,DK,115.51,178.21,84.28,78.85,entsoe.eu,false,""
2022-01-06T00:00:00.000000,Denmark,Denmark,DK,122.52,185.4,83.91,77.25,entsoe.eu,false,""
2022-01-06T01:00:00.000000,Denmark,Denmark,DK,149.29,215.01,80.95,74.27,entsoe.eu,false,""
2022-01-06T02:00:00.000000,Denmark,Denmark,DK,163.88,232.64,78.89,71.6,entsoe.eu,false,""
2022-01-06T03:00:00.000000,Denmark,Denmark,DK,185.94,258.06,75.62,68.44,entsoe.eu,false,""
2022-01-06T04:00:00.000000,Denmark,Denmark,DK,188.44,261.48,74.6,67.2,entsoe.eu,false,""
2022-01-06T05:00:00.000000,Denmark,Denmark,DK,212.21,287.03,71.15,63.49,entsoe.eu,false,""
2022-01-06T06:00:00.000000,Denmark,Denmark,DK,217.04,289.98,69.87,62.96,entsoe.eu,false,""
2022-01-06T07:00:00.000000,Denmark,Denmark,DK,223.9,297.78,69.01,63.37,entsoe.eu,false,""
2022-01-06T08:00:00.000000,Denmark,Denmark,DK,219.6,295.77,69.24,64.07,entsoe.eu,false,""
2022-01-06T09:00:00.000000,Denmark,Denmark,DK,228.78,306.17,67.65,62.87,entsoe.eu,false,""
2022-01-06T10:00:00.000000,Denmark,Denmark,DK,249.06,329.6,64.78,60.84,entsoe.eu,false,""
2022-01-06T11:00:00.000000,Denmark,Denmark,DK,256.56,337.67,63.51,60.08,entsoe.eu,false,""
2022-01-06T12:00:00.000000,Denmark,Denmark,DK,256.46,338.2,63.44,60.44,entsoe.eu,false,""
2022-01-06T13:00:00.000000,Denmark,Denmark,DK,276.61,363.33,59.95,57.31,entsoe.eu,false,""
2022-01-06T14:00:00.000000,Denmark,Denmark,DK,264.23,348.94,62.15,57.63,entsoe.eu,false,""
2022-01-06T15:00:00.000000,Denmark,Denmark,DK,242.41,324.07,65.05,59.22,entsoe.eu,false,""
2022-01-06T16:00:00.000000,Denmark,Denmark,DK,232.92,310.45,66.58,60.45,entsoe.eu,false,""
2022-01-06T17:00:00.000000,Denmark,Denmark,DK,238.24,313.28,65.9,61.2,entsoe.eu,false,""
2022-01-06T18:00:00.000000,Denmark,Denmark,DK,229.29,303.81,66.57,62.91,entsoe.eu,false,""
2022-01-06T19:00:00.000000,Denmark,Denmark,DK,214.79,287.04,69.3,66.47,entsoe.eu,false,""
2022-01-06T20:00:00.000000,Denmark,Denmark,DK,212.65,286.61,69.71,67.92,entsoe.eu,false,""
2022-01-06T21:00:00.000000,Denmark,Denmark,DK,234.16,308.3,68.06,66.52,entsoe.eu,false,""
2022-01-06T22:00:00.000000,Denmark,Denmark,DK,226.28,299.17,69.82,68.29,entsoe.eu,false,""
2022-01-06T23:00:00.000000,Denmark,Denmark,DK,210.31,280.77,73.56,72.51,entsoe.eu,false,""
2022-01-07T00:00:00.000000,Denmark,Denmark,DK,165.12,231.97,79.29,77.68,entsoe.eu,false,""
2022-01-07T01:00:00.000000,Denmark,Denmark,DK,151.09,216.58,80.95,79.88,entsoe.eu,false,""
2022-01-07T02:00:00.000000,Denmark,Denmark,DK,139.68,199.74,82.09,81.4,entsoe.eu,false,""
2022-01-07T03:00:00.000000,Denmark,Denmark,DK,135.19,193.38,82.61,82.01,entsoe.eu,false,""
2022-01-07T04:00:00.000000,Denmark,Denmark,DK,150.2,206.62,81.51,80.44,entsoe.eu,false,""
2022-01-07T05:00:00.000000,Denmark,Denmark,DK,159.06,215.98,79.62,78.84,entsoe.eu,false,""
2022-01-07T06:00:00.000000,Denmark,Denmark,DK,182.19,242.72,75.44,74.83,entsoe.eu,false,""
2022-01-07T07:00:00.000000,Denmark,Denmark,DK,223.38,287.43,70.33,69.53,entsoe.eu,false,""
2022-01-07T08:00:00.000000,Denmark,Denmark,DK,245.5,312.32,67.62,66.6,entsoe.eu,false,""
2022-01-07T09:00:00.000000,Denmark,Denmark,DK,242.18,310.2,67.14,66.61,entsoe.eu,false,""
2022-01-07T10:00:00.000000,Denmark,Denmark,DK,204.04,271.02,71.28,70.98,entsoe.eu,false,""
2022-01-07T11:00:00.000000,Denmark,Denmark,DK,199.18,266.18,71.98,71.63,entsoe.eu,false,""
2022-01-07T12:00:00.000000,Denmark,Denmark,DK,193.79,261.33,72.16,72.08,entsoe.eu,false,""
2022-01-07T13:00:00.000000,Denmark,Denmark,DK,200.82,269.58,71.26,71.02,entsoe.eu,false,""
2022-01-07T14:00:00.000000,Denmark,Denmark,DK,189.6,258.17,72.5,72.39,entsoe.eu,false,""
2022-01-07T15:00:00.000000,Denmark,Denmark,DK,204.2,275.18,70.28,69.74,entsoe.eu,false,""
2022-01-07T16:00:00.000000,Denmark,Denmark,DK,210.07,283.63,69.79,69.61,entsoe.eu,false,""
2022-01-07T17:00:00.000000,Denmark,Denmark,DK,200.35,272.1,71.21,71.12,entsoe.eu,false,""
2022-01-07T18:00:00.000000,Denmark,Denmark,DK,182.09,250.09,73.85,73.73,entsoe.eu,false,""
2022-01-07T19:00:00.000000,Denmark,Denmark,DK,194.55,262.3,72.76,72.69,entsoe.eu,false,""
2022-01-07T20:00:00.000000,Denmark,Denmark,DK,205.41,276.36,71.34,70.71,entsoe.eu,false,""
2022-01-07T21:00:00.000000,Denmark,Denmark,DK,195.61,267.01,72.91,71.21,entsoe.eu,false,""
2022-01-07T22:00:00.000000,Denmark,Denmark,DK,197.02,269.45,73.09,70.1,entsoe.eu,false,""
2022-01-07T23:00:00.000000,Denmark,Denmark,DK,192.51,264.05,74.48,69.34,entsoe.eu,false,""
2022-01-08T00:00:00.000000,Denmark,Denmark,DK,200.47,272.95,73.75,67.58,entsoe.eu,false,""
2022-01-08T01:00:00.000000,Denmark,Denmark,DK,186.79,257.99,75.54,68.77,entsoe.eu,false,""
2022-01-08T02:00:00.000000,Denmark,Denmark,DK,162.92,231.58,78.5,72.23,entsoe.eu,false,""
2022-01-08T03:00:00.000000,Denmark,Denmark,DK,143.61,210.74,81.15,73.82,entsoe.eu,false,""
2022-01-08T04:00:00.000000,Denmark,Denmark,DK,181.28,251.19,76.17,71.91,entsoe.eu,false,""
2022-01-08T05:00:00.000000,Denmark,Denmark,DK,169.84,237.7,76.61,73.55,entsoe.eu,false,""
2022-01-08T06:00:00.000000,Denmark,Denmark,DK,178.59,246.25,74.99,74.55,entsoe.eu,false,""
2022-01-08T07:00:00.000000,Denmark,Denmark,DK,182.21,248.11,74.59,74.48,entsoe.eu,false,""
2022-01-08T08:00:00.000000,Denmark,Denmark,DK,177.41,243.01,75.33,75.24,entsoe.eu,false,""
2022-01-08T09:00:00.000000,Denmark,Denmark,DK,148.91,213.12,79.09,78.88,entsoe.eu,false,""
2022-01-08T10:00:00.000000,Denmark,Denmark,DK,164.68,231.14,77.1,77.09,entsoe.eu,false,""
2022-01-08T11:00:00.000000,Denmark,Denmark,DK,173.22,241.56,75.81,75.8,entsoe.eu,false,""
2022-01-08T12:00:00.000000,Denmark,Denmark,DK,193.65,264.49,72.98,72.89,entsoe.eu,false,""
2022-01-08T13:00:00.000000,Denmark,Denmark,DK,191.55,262.04,73.53,73.53,entsoe.eu,false,""
2022-01-08T14:00:00.000000,Denmark,Denmark,DK,200.14,270.76,72.42,72.42,entsoe.eu,false,""
2022-01-08T15:00:00.000000,Denmark,Denmark,DK,219.33,291.21,69.91,69.79,entsoe.eu,false,""
2022-01-08T16:00:00.000000,Denmark,Denmark,DK,219.56,291.28,70.46,69.92,entsoe.eu,false,""
2022-01-08T17:00:00.000000,Denmark,Denmark,DK,233.83,306.04,68.98,68.27,entsoe.eu,false,""
2022-01-08T18:00:00.000000,Denmark,Denmark,DK,213.92,286.95,71.29,70.63,entsoe.eu,false,""
2022-01-08T19:00:00.000000,Denmark,Denmark,DK,194.47,262.85,75.44,73.99,entsoe.eu,false,""
2022-01-08T20:00:00.000000,Denmark,Denmark,DK,182.5,247.16,77.72,76.07,entsoe.eu,false,""
2022-01-08T21:00:00.000000,Denmark,Denmark,DK,171.83,235.7,78.95,77.35,entsoe.eu,false,""
2022-01-08T22:00:00.000000,Denmark,Denmark,DK,149.21,211.12,81.25,80.09,entsoe.eu,false,""
2022-01-08T23:00:00.000000,Denmark,Denmark,DK,130.82,190.58,83.38,82.2,entsoe.eu,false,""
2022-01-09T00:00:00.000000,Denmark,Denmark,DK,118.68,177.29,84.7,83.64,entsoe.eu,false,""
2022-01-09T01:00:00.000000,Denmark,Denmark,DK,110.11,165.87,85.61,83.81,entsoe.eu,false,""
2022-01-09T02:00:00.000000,Denmark,Denmark,DK,115.2,170.56,85.21,83.57,entsoe.eu,false,""
2022-01-09T03:00:00.000000,Denmark,Denmark,DK,116.75,174.15,85.01,83.56,entsoe.eu,false,""
2022-01-09T04:00:00.000000,Denmark,Denmark,DK,115.97,174.34,85.11,82.47,entsoe.eu,false,""
2022-01-09T05:00:00.000000,Denmark,Denmark,DK,119.59,180.22,84.58,82.56,entsoe.eu,false,""
2022-01-09T06:00:00.000000,Denmark,Denmark,DK,127.39,189.87,83.69,81.66,entsoe.eu,false,""
2022-01-09T07:00:00.000000,Denmark,Denmark,DK,145.45,211.19,81.41,79.94,entsoe.eu,false,""
2022-01-09T08:00:00.000000,Denmark,Denmark,DK,140.06,208.75,81.34,78.59,entsoe.eu,false,""
2022-01-09T09:00:00.000000,Denmark,Denmark,DK,168.44,235.52,77.62,73.38,entsoe.eu,false,""
2022-01-09T10:00:00.000000,Denmark,Denmark,DK,189.0,258.01,74.57,70.87,entsoe.eu,false,""
2022-01-09T11:00:00.000000,Denmark,Denmark,DK,197.23,268.91,72.66,70.32,entsoe.eu,false,""
2022-01-09T12:00:00.000000,Denmark,Denmark,DK,206.52,281.39,71.15,68.79,entsoe.eu,false,""
2022-01-09T13:00:00.000000,Denmark,Denmark,DK,218.88,294.94,69.24,66.72,entsoe.eu,false,""
2022-01-09T14:00:00.000000,Denmark,Denmark,DK,227.84,304.11,68.37,66.83,entsoe.eu,false,""
2022-01-09T15:00:00.000000,Denmark,Denmark,DK,212.37,289.83,70.01,68.93,entsoe.eu,false,""
2022-01-09T16:00:00.000000,Denmark,Denmark,DK,202.98,279.24,71.55,69.49,entsoe.eu,false,""
2022-01-09T17:00:00.000000,Denmark,Denmark,DK,201.55,277.76,71.81,69.48,entsoe.eu,false,""
2022-01-09T18:00:00.000000,Denmark,Denmark,DK,203.32,276.16,71.98,69.03,entsoe.eu,false,""
2022-01-09T19:00:00.000000,Denmark,Denmark,DK,212.69,285.21,71.03,68.06,entsoe.eu,false,""
2022-01-09T20:00:00.000000,Denmark,Denmark,DK,227.26,302.18,69.31,66.24,entsoe.eu,false,""
2022-01-09T21:00:00.000000,Denmark,Denmark,DK,210.69,286.57,71.31,66.09,entsoe.eu,false,""
2022-01-09T22:00:00.000000,Denmark,Denmark,DK,215.32,293.66,70.61,64.36,entsoe.eu,false,""
2022-01-09T23:00:00.000000,Denmark,Denmark,DK,223.43,300.43,70.73,65.08,entsoe.eu,false,""
2022-01-10T00:00:00.000000,Denmark,Denmark,DK,226.77,303.32,70.58,64.44,entsoe.eu,false,""
2022-01-10T01:00:00.000000,Denmark,Denmark,DK,217.72,293.21,71.73,65.28,entsoe.eu,false,""
2022-01-10T02:00:00.000000,Denmark,Denmark,DK,226.41,301.99,70.65,66.72,entsoe.eu,false,""
2022-01-10T03:00:00.000000,Denmark,Denmark,DK,215.08,288.05,71.8,70.15,entsoe.eu,false,""
2022-01-10T04:00:00.000000,Denmark,Denmark,DK,198.77,269.76,73.03,72.34,entsoe.eu,false,""
2022-01-10T05:00:00.000000,Denmark,Denmark,DK,204.95,276.14,71.82,70.26,entsoe.eu,false,""
2022-01-10T06:00:00.000000,Denmark,Denmark,DK,198.59,270.41,71.45,69.22,entsoe.eu,false,""
2022-01-10T07:00:00.000000,Denmark,Denmark,DK,212.1,287.96,69.21,67.38,entsoe.eu,false,""
2022-01-10T08:00:00.000000,Denmark,Denmark,DK,209.81,291.6,69.35,68.06,entsoe.eu,false,""
2022-01-10T09:00:00.000000,Denmark,Denmark,DK,211.8,293.41,69.15,67.96,entsoe.eu,false,""
2022-01-10T10:00:00.000000,Denmark,Denmark,DK,214.76,296.84,68.6,67.93,entsoe.eu,false,""
2022-01-10T11:00:00.000000,Denmark,Denmark,DK,224.36,305.34,67.42,66.0,entsoe.eu,false,""
2022-01-10T12:00:00.000000,Denmark,Denmark,DK,218.68,299.6,68.34,66.27,entsoe.eu,false,""
2022-01-10T13:00:00.000000,Denmark,Denmark,DK,225.17,305.94,67.66,65.82,entsoe.eu,false,""
2022-01-10T14:00:00.000000,Denmark,Denmark,DK,225.64,305.42,67.56,65.17,entsoe.eu,false,""
2022-01-10T15:00:00.000000,Denmark,Denmark,DK,228.13,307.35,67.2,64.51,entsoe.eu,false,""
2022-01-10T16:00:00.000000,Denmark,Denmark,DK,241.6,327.52,65.18,64.0,entsoe.eu,false,""
2022-01-10T17:00:00.000000,Denmark,Denmark,DK,247.34,333.98,64.54,63.68,entsoe.eu,false,""
2022-01-10T18:00:00.000000,Denmark,Denmark,DK,222.08,304.5,67.91,65.08,entsoe.eu,false,""
2022-01-10T19:00:00.000000,Denmark,Denmark,DK,215.57,296.15,68.84,67.0,entsoe.eu,false,""
2022-01-10T20:00:00.000000,Denmark,Denmark,DK,197.68,272.36,72.13,68.89,entsoe.eu,false,""
2022-01-10T21:00:00.000000,Denmark,Denmark,DK,187.92,260.49,73.96,71.09,entsoe.eu,false,""
2022-01-10T22:00:00.000000,Denmark,Denmark,DK,202.61,274.81,73.16,71.01,entsoe.eu,false,""
2022-01-10T23:00:00.000000,Denmark,Denmark,DK,196.4,268.96,74.1,70.83,entsoe.eu,false,""
2022-01-11T00:00:00.000000,Denmark,Denmark,DK,210.87,285.02,72.27,68.98,entsoe.eu,false,""
