station_id,name,country,latitude,longitude,status,valid_from,valid_to,precipitation_observations,first_precipitation_date,last_precipitation_date,min_precipitation_mm,max_precipitation_mm,avg_precipitation_mm,total_precipitation_sample_mm
06119,Kegnæs Fyr,DNK,54.8528,9.988,Active,2002-08-23T00:00:00Z,2019-01-15T13:34:48Z,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,56.6,1.72,8659.4
06120,Odense Lufthavn,DNK,55.4748,10.3304,Active,1959-01-01T00:00:00Z,1975-07-01T00:00:00Z,2155,2011-12-13T00:00:00.001000+01:00,2018-11-21T00:00:00.001000+01:00,0.0,41.0,1.71,3677.8
06126,Årslev,DNK,55.3088,10.4398,Active,2019-01-15T13:34:47Z,2019-02-01T14:49:58Z,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,67.3,1.92,9664.7
06132,Tranebjerg Øst,DNK,55.8315,10.6217,Active,2003-08-20T00:00:00Z,,48,2024-04-29T00:00:00.001000+02:00,2024-10-23T00:00:00.001000+02:00,0.0,16.3,1.84,88.1
06135,Flakkebjerg,DNK,55.3224,11.3879,Active,2001-06-06T00:00:00Z,2019-01-15T13:34:48Z,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,110.9,1.67,8417.1
06136,Tystofte,DNK,55.2465,11.3285,Active,2002-04-11T00:00:00Z,2019-02-01T14:51:56Z,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,89.9,1.63,8192.7
06138,Langø,DNK,54.8205,10.9939,Active,2000-05-23T00:00:00Z,2019-01-15T13:34:48Z,2338,2019-05-02T00:00:00.001000+02:00,2025-09-24T00:00:00.001000+02:00,0.0,75.6,1.58,3698.0
06141,Abed,DNK,54.8275,11.3292,Active,2019-02-01T14:54:00Z,,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,88.9,1.59,8011.3
06147,Vindebæk Kyst,DNK,54.879,12.1841,Active,2019-01-15T13:34:48Z,2019-02-01T14:54:47Z,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,60.6,1.51,7616.2
06149,Gedser,DNK,54.5687,11.9435,Active,2019-02-01T14:55:44Z,,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,52.5,1.49,7503.4
06154,Brandelev,DNK,55.2075,11.8605,Active,2019-02-01T14:58:51Z,,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,124.2,1.71,8614.0
06156,Holbæk,DNK,55.7358,11.6035,Active,1967-01-01T00:00:00Z,1997-07-12T00:00:00Z,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,42.2,1.65,8291.4
06159,Røsnæs Fyr,DNK,55.7435,10.8694,Active,2001-11-15T00:00:00Z,2019-01-15T13:34:47Z,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,50.1,1.65,8316.1
06169,Gniben,DNK,56.0083,11.2787,Active,2019-02-01T15:06:40Z,2019-02-01T15:06:51Z,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,68.4,1.5,7558.8
06170,Roskilde Lufthavn,DNK,55.5867,12.1366,Active,2019-02-01T15:08:09Z,,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,41.4,1.72,8667.2
06174,Tessebølle,DNK,55.3955,12.149,Active,2019-01-15T13:34:47Z,2019-02-01T15:09:00Z,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,53.5,1.61,8105.3
06180,Københavns Lufthavn,DNK,55.614,12.6454,Active,1983-06-16T00:00:00Z,2019-01-15T13:34:48Z,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,54.7,1.73,8706.1
06188,Sjælsmark,DNK,55.8764,12.4121,Active,2019-01-15T13:34:47Z,2019-02-01T18:43:18Z,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,47.3,1.85,9321.8
06193,Hammer Odde Fyr,DNK,55.2979,14.7718,Active,2019-02-01T18:45:06Z,,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,57.2,1.54,7778.3
06197,Nexø Vest,DNK,55.0557,15.0953,Active,2002-09-19T00:00:00Z,2019-01-15T13:34:48Z,5035,2011-12-13T00:00:00.001000+01:00,2025-09-24T00:00:00.001000+02:00,0.0,88.0,1.7,8575.4
